10.186.2.11,1715716653.0,1715716654.1569128
10.186.2.11,1715717679.0,1715717679.8734717
10.186.2.11,1715718714.0,1715718714.8260193
10.186.2.11,1715719720.0,1715719721.0299597
10.186.2.11,1715720765.0,1715720766.3833063
10.186.2.11,1715721753.0,1715721753.80837
10.186.2.11,1715722780.0,1715722780.591798
10.186.2.11,1715723813.0,1715723814.193181
10.186.2.11,1715724813.0,1715724814.1053314
10.186.2.11,1715725846.0,1715725846.9401162
10.186.2.11,1715726867.0,1715726867.5042386
10.186.2.11,1715727874.0,1715727874.5666451
10.186.2.11,1715728905.0,1715728905.9008257
10.186.2.11,1715729931.0,1715729931.7004564
10.186.2.11,1715730985.0,1715730985.9977403
10.186.2.11,1715731975.0,1715731975.6150594
10.186.2.11,1715732998.0,1715732999.4229996
10.186.2.11,1715734017.0,1715734018.2548356
10.186.2.11,1715735030.0,1715735030.8013475
10.186.2.11,1715736090.0,1715736091.4584267
10.186.2.11,1715737085.0,1715737086.126912
10.186.2.11,1715738106.0,1715738107.3259628
10.186.2.11,1715739122.0,1715739123.4071102
10.186.2.11,1715740154.0,1715740154.958042
10.186.2.11,1715741167.0,1715741168.2307644
10.186.2.11,1715742196.0,1715742196.6977985
10.186.2.11,1715743206.0,1715743206.9105744
10.186.2.11,1715744222.0,1715744223.7167177
10.186.2.11,1715745239.0,1715745239.9064624
10.186.2.11,1715746260.0,1715746261.4801502
10.186.2.11,1715747289.0,1715747289.9889724
10.186.2.11,1715748314.0,1715748314.6886497
10.186.2.11,1715749327.0,1715749327.594565
10.186.2.11,1715750347.0,1715750348.318539
10.186.2.11,1715751370.0,1715751370.8927565
10.186.2.11,1715752394.0,1715752394.5835857
10.186.2.11,1715753411.0,1715753412.2066343
10.186.2.11,1715754442.0,1715754443.38319
10.186.2.11,1715755461.0,1715755461.606317
10.186.2.11,1715756479.0,1715756480.1295843
10.186.2.11,1715757483.0,1715757484.2913396
10.186.2.11,1715758513.0,1715758513.9004931
10.186.2.11,1715759535.0,1715759535.8410532
10.186.2.11,1715760555.0,1715760555.897975
10.186.2.11,1715761577.0,1715761578.0718026
10.186.2.11,1715762599.0,1715762600.304118
10.186.2.11,1715763619.0,1715763620.2529912
10.186.2.16,1715800144.0,1715800145.5399783
10.186.2.16,1715800683.0,1715800685.1829853
10.186.2.16,1715801229.0,1715801231.1439066
10.186.2.16,1715801777.0,1715801778.4886136
10.186.2.16,1715802312.0,1715802313.764264
10.186.2.16,1715802859.0,1715802860.3590035
10.186.2.16,1715803396.0,1715803398.060314
10.186.2.16,1715803938.0,1715803940.0118833
10.186.2.16,1715804473.0,1715804475.1371963
10.186.2.16,1715805022.0,1715805024.0820045
10.186.2.16,1715805565.0,1715805566.5088367
10.186.2.16,1715806107.0,1715806108.8273723
10.186.2.16,1715806645.0,1715806646.519815
10.186.2.16,1715807187.0,1715807188.4049454
10.186.2.16,1715807729.0,1715807730.9734542
10.186.2.16,1715808276.0,1715808277.9680774
10.186.2.16,1715808821.0,1715808822.9205248
10.186.2.16,1715809362.0,1715809363.463667
10.186.2.16,1715809902.0,1715809903.9650173
10.186.2.16,1715810442.0,1715810443.9667616
10.186.2.16,1715810982.0,1715810984.0515313
10.186.2.16,1715811531.0,1715811532.5963764
10.186.2.16,1715812069.0,1715812070.5391452
10.186.2.16,1715812606.0,1715812607.84849
10.186.2.16,1715813153.0,1715813154.7343915
10.186.2.16,1715813703.0,1715813705.3466153
10.186.2.16,1715814242.0,1715814243.263982
10.186.2.16,1715814784.0,1715814785.4078617
10.186.2.16,1715815334.0,1715815335.4859471
10.186.2.16,1715815872.0,1715815873.5872614
10.186.2.16,1715816412.0,1715816413.8720427
10.186.2.16,1715816956.0,1715816957.2658699
10.186.2.16,1715817490.0,1715817492.149478
10.186.2.16,1715818036.0,1715818037.327011
10.186.2.16,1715818575.0,1715818577.0698774
10.186.2.16,1715819123.0,1715819124.255967
10.186.2.16,1715819658.0,1715819659.7395344
10.186.2.16,1715820205.0,1715820206.283875
10.186.2.16,1715820749.0,1715820750.694331
10.186.2.16,1715821297.0,1715821298.4222925
10.186.2.16,1715821831.0,1715821832.6223457
10.186.2.16,1715822374.0,1715822375.6659899
10.186.2.16,1715822923.0,1715822924.4445014
10.186.2.16,1715823457.0,1715823459.15312
10.186.2.16,1715823999.0,1715824000.25473
10.186.2.16,1715824542.0,1715824543.4484527
10.186.2.16,1715825081.0,1715825082.4745376
10.186.2.16,1715825627.0,1715825628.7277477
10.186.2.16,1715826170.0,1715826171.2713346
10.186.2.16,1715826720.0,1715826721.7750504
10.186.2.16,1715886544.0,1715886545.8543067
10.186.2.16,1715887087.0,1715887088.5897248
10.186.2.16,1715887629.0,1715887631.3083894
10.186.2.16,1715888345.0,1715888347.6452353
10.186.2.16,1715888896.0,1715888897.765362
10.186.2.16,1715889436.0,1715889437.7250469
10.186.2.16,1715889975.0,1715889976.6430104
10.186.2.16,1715890522.0,1715890523.7706335
10.186.2.16,1715891064.0,1715891065.9557207
10.186.2.16,1715891601.0,1715891602.8649297
10.186.2.16,1715892144.0,1715892146.79213
10.186.2.16,1715892681.0,1715892683.3764935
10.186.2.16,1715893591.0,1715893592.9114535
10.186.2.16,1715894131.0,1715894133.4294438
10.186.2.16,1715894677.0,1715894679.0568125
10.186.2.16,1715895217.0,1715895218.8830497
10.186.2.16,1715895760.0,1715895761.6772087
10.186.2.16,1715896297.0,1715896298.253156
10.186.2.16,1715896841.0,1715896842.7972488
10.186.2.16,1715897389.0,1715897391.0421026
10.186.2.16,1715897930.0,1715897931.2187853
10.186.2.16,1715898465.0,1715898467.0358696
10.186.2.16,1715899004.0,1715899005.411786
10.186.2.16,1715899547.0,1715899549.122695
10.186.2.16,1715900096.0,1715900098.1007419
10.186.2.16,1715900636.0,1715900638.0777776
10.186.2.16,1715901177.0,1715901178.4292204
10.186.2.16,1715901728.0,1715901729.5667624
10.186.2.16,1715902262.0,1715902263.47517
10.186.2.16,1715902805.0,1715902807.169384
10.186.2.16,1715903348.0,1715903349.488149
10.186.2.16,1715903890.0,1715903891.4232533
10.186.2.16,1715904433.0,1715904434.7335224
10.186.2.16,1715904975.0,1715904976.2769895
10.186.2.16,1715905523.0,1715905525.105164
10.186.2.16,1715906070.0,1715906071.5662968
10.186.2.16,1715906603.0,1715906604.3159354
10.186.2.16,1715907139.0,1715907140.5081735
10.186.2.16,1715907684.0,1715907685.4020696
10.186.2.16,1715908229.0,1715908231.012954
10.186.2.16,1715908768.0,1715908769.5973976
10.186.2.16,1715909309.0,1715909310.632356
10.186.2.16,1715909859.0,1715909860.3273995
10.186.2.16,1715910393.0,1715910394.8025153
10.186.2.16,1715910940.0,1715910942.0052946
10.186.2.16,1715911479.0,1715911481.1397786
10.186.2.16,1715912018.0,1715912020.057363
10.186.2.16,1715912562.0,1715912564.0844939
10.186.2.16,1715913108.0,1715913109.6704967
10.186.2.16,1715913655.0,1715913656.4903624
